Store ID,Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone
7618,Safeway - San Mateo #999,Starbucks,74167-120244,650-377-0711,LS,921 E. Hillsdale Blvd.,921 E. Hillsdale Blvd.,,,San Mateo,CA,US,944042112,"(37.5558929443359, -122.275482177734)",37.55589294,-122.2754822,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7620,King Soopers-Colorado Springs #119,Starbucks,73722-103424,719-522-2200,LS,9225 North Union Blvd,9225 North Union Blvd,,,Colorado Springs,CO,US,809207826,"(38.9640808105469, -104.757369995117)",38.96408081,-104.75737,Mountain Standard Time,-420,GMT-07:00 America/Denver
7621,Fry's #84 Queen Creek,Starbucks,73702-106030,480-888-1778,LS,542 E. Hunt Highway,542 E. Hunt Highway,,,Queen Creek,AZ,US,85143,"(33.1603202819824, -111.562255859375)",33.16032028,-111.5622559,US Mountain Standard Time,-420,GMT+000000 America/Phoenix
7597,"Great Wolf Lodge Grand Mound, WA",Starbucks,70014-123567,360-407-0021,LS,20500 Old Hwy 99 SW,20500 Old Hwy 99 SW,,,Centralia,WA,US,985319708,"(46.7902946472168, -123.010566711426)",46.79029465,-123.0105667,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7622,Grand River & Stoddard,Starbucks,11517-104651,517-333-1532,CO,1141 E. Grand River,1141 E. Grand River,,,East Lansing,MI,US,488234659,"(42.73095703125, -84.4673080444336)",42.73095703,-84.46730804,Eastern Standard Time,-300,GMT-05:00 America/New_York
7623,Hwy 40 & Blue Ridge,Starbucks,11522-104288,816-743-8102,CO,"11815 E Highway 40, Blue Ridge Crossing",11815 E Highway 40,,Blue Ridge Crossing,Independence,MO,US,64055,"(39.0455284118652, -94.4401931762695)",39.04552841,-94.44019318,Central Standard Time,-360,GMT-06:00 America/Chicago
7624,Mattituck,Starbucks,13718-107982,6312984563,CO,10095 Main Road,10095 Main Road,,,Mattituck,NY,US,119521529,"(40.9858436584473, -72.5379180908203)",40.98584366,-72.53791809,Eastern Standard Time,-300,GMT-05:00 America/New_York
7626,Florida State University/ Wildwood,Starbucks,75456-107890,850-645-8146,LS,902 - 904 Wildwood Drive,902 - 904 Wildwood Drive,,,Tallahassee,FL,US,323048044,"(30.4427089691162, -84.29833984375)",30.44270897,-84.29833984,Eastern Standard Time,-300,GMT-05:00 America/New_York
7631,Stop & Shop-Clifton #813,Starbucks,73964-96543,973-779-6697,LS,160 Kingsland Rd,160 Kingsland Rd,,,Clifton,NJ,US,70141915,"(40.8270454406738, -74.1398315429688)",40.82704544,-74.13983154,Eastern Standard Time,-300,GMT-05:00 America/New_York
7632,Watkins & Lamar Alexander Pkwy,Starbucks,11820-106483,865-379-7677,CO,1011 W Lamar Alexander Pkwy,1011 W Lamar Alexander Pkwy,,,Maryville,TN,US,378014580,"(35.7498321533203, -83.9922256469727)",35.74983215,-83.99222565,Eastern Standard Time,-300,GMT-05:00 America/New_York
7633,Target Morgan Hill T-2252,Starbucks,76789-107986,408-310-4050,LS,1061 Cochrane Rd,1061 Cochrane Rd,,,Morgan Hill,CA,US,950379305,"(37.1573791503906, -121.65421295166)",37.15737915,-121.654213,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7634,SuperTarget - Apple Valley T-2260,Starbucks,76775-108569,760-240-7654,LS,20288 Hwy 18,20288 Hwy 18,,,Apple Valley,CA,US,923072937,"(34.5280914306641, -117.22265625)",34.52809143,-117.2226563,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7635,Super Target Moreno Valley East ST-,Starbucks,76767-107985,951-571-8014,LS,27100 Eucalyptus,27100 Eucalyptus,,,Moreno Valley,CA,US,925554522,"(33.9376487731934, -117.189056396484)",33.93764877,-117.1890564,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7636,Target Irvine/Tustin T-2151,Starbucks,76729-97571,714-361-2100,LS,2340 Park Ave,2340 Park Ave,,,Tustin,CA,US,927822702,"(33.7000007629395, -117.827354431152)",33.70000076,-117.8273544,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7638,Target Westminster NW T-2304,Starbucks,76797-108113,714-657-1351,LS,200 Westminster Mall,200 Westminster Mall,,,Westminster,CA,US,926834984,"(33.7456741333008, -118.012069702148)",33.74567413,-118.0120697,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7639,Target Long Beach/Sgnal Hill T-2319,Starbucks,76769-107980,562-427-7751,LS,950 E 33rd St,950 E 33rd St,,,Long Beach,CA,US,907555114,"(33.8166465759277, -118.181945800781)",33.81664658,-118.1819458,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7640,Target Glendale T-2307,Starbucks,76784-111370,818-547-9687,LS,241 S Central Ave,241 S Central Ave,,,Glendale,CA,US,91204-134,"(34.1435890197754, -118.25806427002)",34.14358902,-118.2580643,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7641,Super Target Colo Springs ST-2221,Starbucks,76762-104588,719-302-4266,LS,9670 Promenent Point,9670 Promenent Point,,,Colorado Springs,CO,US,809245000,"(38.9546012878418, -104.767997741699)",38.95460129,-104.7679977,Mountain Standard Time,-420,GMT-07:00 America/Denver
7642,Target Ansonia T-2249,Starbucks,76780-100176,203-278-5055,LS,20 W Main St,20 W Main St,,,Ansonia,CT,US,64011812,"(41.3421440124512, -73.0795669555664)",41.34214401,-73.07956696,Eastern Standard Time,-300,GMT-05:00 America/New_York
7645,Target Pace (Milton) T-2279,Starbucks,76804-108134,850-995-7820,LS,4727 US-90,4727 US-90,,,Pace,FL,US,32571,"(30.6013240814209, -87.1269454956055)",30.60132408,-87.1269455,Central Standard Time,-360,GMT-06:00 America/Chicago
7647,Super Target Naples North ST-2063,Starbucks,76768-101464,239-552-1100,LS,2415 Tarpon Bay Blvd,2415 Tarpon Bay Blvd,,,Naples,FL,US,341198764,"(26.2718982696533, -81.7377090454102)",26.27189827,-81.73770905,Eastern Standard Time,-300,GMT-05:00 America/New_York
7648,Target Brunswick T-2301,Starbucks,76798-108308,912-261-4868,LS,200 Glynn Isle Pkwy,200 Glynn Isle Pkwy,,,Brunswick,GA,US,315252929,"(31.2017364501953, -81.482048034668)",31.20173645,-81.48204803,Eastern Standard Time,-300,GMT-05:00 America/New_York
7649,Target Matteson T-2263,Starbucks,76787-106135,708-748-0990,LS,4647 Promenade Way,4647 Promenade Way,,,Matteson,IL,US,604432981,"(41.499885559082, -87.7306289672852)",41.49988556,-87.73062897,Central Standard Time,-360,GMT-06:00 America/Chicago
7650,Target Bossier City T-2273,Starbucks,76799-108309,318-678-6800,LS,2735 Beene Blvd,2735 Beene Blvd,,,Bossier City,LA,US,711115491,"(32.5590705871582, -93.7074203491211)",32.55907059,-93.70742035,Central Standard Time,-360,GMT-06:00 America/Chicago
7651,Target Easton T-2267,Starbucks,76781-108127,508-230-0005,LS,41 Robert Dr,41 Robert Dr,,,Easton,MA,US,23751352,"(42.024299621582, -71.1296997070313)",42.02429962,-71.12969971,Eastern Standard Time,-300,GMT-05:00 America/New_York
7652,Target La Plata T-2133,Starbucks,76785-96782,301-934-5900,LS,60 Shining Willow Way,60 Shining Willow Way,,,La Plata,MD,US,206464224,"(38.5430221557617, -76.9792404174805)",38.54302216,-76.97924042,Eastern Standard Time,-300,GMT-05:00 America/New_York
7653,Target Livonia T-2230,Starbucks,76786-102484,734-793-0637,LS,11011 Middlebelt Rd,11011 Middlebelt Rd,,,Livonia,MI,US,481502250,"(42.3667068481445, -83.3342437744141)",42.36670685,-83.33424377,Eastern Standard Time,-300,GMT-05:00 America/New_York
7654,SuperTarget - St. Paul T-2229,Starbucks,76771-108255,651-642-1146,LS,1300 University Ave,1300 University Ave,,,St. Paul,MN,US,55401,"(44.9543495178223, -93.1553955078125)",44.95434952,-93.15539551,Central Standard Time,-360,GMT-06:00 America/Chicago
7655,Target Washington T-2255,Starbucks,76794-108111,636-825-7700,LS,1851 Vernaci Dr,1851 Vernaci Dr,,,Washington,MO,US,630906174,"(38.5347518920898, -90.9816741943359)",38.53475189,-90.98167419,Central Standard Time,-360,GMT-06:00 America/Chicago
7656,Super Target Lincoln SW  T-2303,Starbucks,76758-108112,402-420-3540,LS,8201 S 40th St,8201 S 40th St,,,Lincoln,NE,US,685163005,"(40.7234382629395, -96.6635818481445)",40.72343826,-96.66358185,Central Standard Time,-360,GMT-06:00 America/Chicago
7657,Target South Brunswick NJ T-2256,Starbucks,76790-108083,732-329-5220,LS,4190 Rt 1 N,4190 Rt 1 N,,,South Brunswick,NJ,US,8852,"(40.382438659668, -74.5741958618164)",40.38243866,-74.57419586,Eastern Standard Time,-300,GMT-05:00 America/New_York
7658,Target Cicero T-2295,Starbucks,76763-100175,315-452-1321,LS,8061 Brewerton Rd,8061 Brewerton Rd,,,Cicero,NY,US,130398061,"(43.1595039367676, -76.1212310791016)",43.15950394,-76.12123108,Eastern Standard Time,-300,GMT-05:00 America/New_York
7660,"Fry's-Glendale, AZ #60",Starbucks,73971-138188,623-825-3111,LS,20220 N 59th Ave,20220 N 59th Ave,,,Glendale,AZ,US,853086844,"(33.6696090698242, -112.188461303711)",33.66960907,-112.1884613,US Mountain Standard Time,-420,GMT+000000 America/Phoenix
7661,Somersville & Delta Fair,Starbucks,13993-113968,925-754-4002,CO,2504 Somersville Rd.,2504 Somersville Rd.,,,Antioch,CA,US,945094409,"(38.0018920898438, -121.840148925781)",38.00189209,-121.8401489,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7662,Vineyard & Holt,Starbucks,11746-104778,909-390-2759,CO,111 N. Vineyard Avenue,111 N. Vineyard Avenue,,,Ontario,CA,US,917644494,"(34.0642127990723, -117.611328125)",34.0642128,-117.6113281,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7663,"Crenshaw & Washington, Los Angeles",Starbucks,9505-96843,323-734-0281,CO,4177 W. Washington Blvd.,4177 W. Washington Blvd.,,,Los Angeles,CA,US,900181055,"(34.0401496887207, -118.330497741699)",34.04014969,-118.3304977,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7664,"Bethel, Big Y Plaza",Starbucks,14543-118984,203-797-8265,CO,"87A Stony Hill Road, Big Y Plaza",87A Stony Hill Road,,Big Y Plaza,Bethel,CT,US,68013038,"(41.4137344360352, -73.3774490356445)",41.41373444,-73.37744904,Eastern Standard Time,-300,GMT-05:00 America/New_York
7665,"Garden City, Stewart Avenue",Starbucks,14770-132264,516-683-1537,CO,"581 Stewart Avenue, Stewart Square",581 Stewart Avenue,,Stewart Square,Garden City,NY,US,115304724,"(40.7319793701172, -73.6127471923828)",40.73197937,-73.61274719,Eastern Standard Time,-300,GMT-05:00 America/New_York
7666,Northern Kentucky U Student Union,Starbucks,75308-100101,,LS,20 Kenton Drive,20 Kenton Drive,,,Highland Heights,KY,US,410761919,"(39.0333824157715, -84.4663238525391)",39.03338242,-84.46632385,Eastern Standard Time,-300,GMT-05:00 America/New_York
7667,Giant-Silver Spring #354,Starbucks,73801-96500,301-585-1670,LS,1280 E West Hwy,1280 E West Hwy,,,Silver Spring,MD,US,209103242,"(38.9909362792969, -77.0298538208008)",38.99093628,-77.02985382,Eastern Standard Time,-300,GMT-05:00 America/New_York
7668,Target Clackamas T-346,Starbucks,76523-99426,503-658-1057,LS,9000 E Sunnyside Rd,9000 E Sunnyside Rd,,,Clackamas,OR,US,970157796,"(45.4318084716797, -122.570640563965)",45.43180847,-122.5706406,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7669,Safeway - Portland/Woodstock #1523,Starbucks,74376-101348,503-788-7600,LS,4515 SE Woodstock,4515 SE Woodstock,,,Woodstock,OR,US,972066222,"(45.479907989502, -122.616203308105)",45.47990799,-122.6162033,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7670,Target Richmond West T-1041,Starbucks,76953-128689,804-897-5711,LS,11301 Midlothian Tpke,11301 Midlothian Tpke,,,Richmond,VA,US,232354715,"(37.5040702819824, -77.6049499511719)",37.50407028,-77.60494995,Eastern Standard Time,-300,GMT-05:00 America/New_York
7671,Wytheville,Starbucks,14122-110924,276 228-3801,CO,"198 Commonwealth Dr, # 240, Wytheville Commons Shopping Center",198 Commonwealth Dr,# 240,Wytheville Commons Shopping Center,Wytheville,VA,US,24382,"(36.9571647644043, -81.0975189208984)",36.95716476,-81.09751892,Eastern Standard Time,-300,GMT-05:00 America/New_York
7672,Safeway - Fairfax #1365,Starbucks,74904-82345,703-970-4604,LS,9525 Braddock Rd,9525 Braddock Rd,,,Fairfax,VA,US,220322539,"(38.8166656494141, -77.2750625610352)",38.81666565,-77.27506256,Eastern Standard Time,-300,GMT-05:00 America/New_York
7673,"Hageman & Calloway, Bakersfield",Starbucks,9422-108634,(661) 587-5107,CO,9801 Hageman Road,9801 Hageman Road,,,Bakersfield,CA,US,933122380,"(35.3976173400879, -119.110992431641)",35.39761734,-119.1109924,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7674,Downtown Beaver,Starbucks,14204-113852,724-775-3625,CO,596 3rd Street,596 3rd Street,,,Beaver,PA,US,150092229,"(40.6956100463867, -80.3044204711914)",40.69561005,-80.30442047,Eastern Standard Time,-300,GMT-05:00 America/New_York
7675,OAK T -1 Gate 4,Starbucks,70030-106532,5105633851,LS,1 Airport Drive,1 Airport Drive,,,Oakland,CA,US,946211430,"(37.7167510986328, -122.208587646484)",37.7167511,-122.2085876,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7676,Embry-Riddle Student Center,Starbucks,78092-119269,386-226-6784,LS,600 S Clyde Morris Blvd,600 S Clyde Morris Blvd,,,Daytona Beach,FL,US,321143966,"(29.18825340271, -81.0492630004883)",29.1882534,-81.049263,Eastern Standard Time,-300,GMT-05:00 America/New_York
7643,Target Titusville T-2269,Starbucks,76793-108132,321-360-1086,LS,3055 Columbia Blvd,3055 Columbia Blvd,,,Titusville,FL,US,327807865,"(28.5527191162109, -80.8407745361328)",28.55271912,-80.84077454,Eastern Standard Time,-300,GMT-05:00 America/New_York
7644,Target St. Lucie West T-2248,Starbucks,76791-106134,772-293-6251,LS,10720 SW Village Parkway,10720 SW Village Parkway,,,Port St. Lucie,FL,US,349872188,"(27.2682991027832, -80.4296035766602)",27.2682991,-80.42960358,Eastern Standard Time,-300,GMT-05:00 America/New_York
7646,Super Target Boynton Beach Southeas,Starbucks,76749-106133,561-396-2202,LS,6500 Congress Ave,6500 Congress Ave,,,Boynton Beach,FL,US,33426,"(26.5319004058838, -80.0838012695313)",26.53190041,-80.08380127,Eastern Standard Time,-300,GMT-05:00 America/New_York
7677,Target Merritt Island T-1053,Starbucks,76950-128680,(321) 452-1014,LS,250 Crockett Blvd,250 Crockett Blvd,,,Merritt Island,FL,US,329534395,"(28.3862380981445, -80.7048034667969)",28.3862381,-80.70480347,Eastern Standard Time,-300,GMT-05:00 America/New_York
7678,Boston University-700 Commonwealth,Starbucks,70015-115685,617-353-5450,LS,700 Commonwealth Ave,700 Commonwealth Ave,,,Boston,MA,US,22152522,"(42.3493957519531, -71.1031188964844)",42.34939575,-71.1031189,Eastern Standard Time,-300,GMT-05:00 America/New_York
7679,Capital One - Building 3,Starbucks,70042-132971,804-284-3663,LS,15010 Capital One Dr,15010 Capital One Dr,,,Richmond,VA,US,232381119,"(37.6332359313965, -77.676139831543)",37.63323593,-77.67613983,Eastern Standard Time,-300,GMT-05:00 America/New_York
7680,Target Canton T-794,Starbucks,76522-99371,(330) 494-2153,LS,5584 Dressler Rd NW,5584 Dressler Rd NW,,,Canton,OH,US,447207757,"(40.8616065979004, -81.4314727783203)",40.8616066,-81.43147278,Eastern Standard Time,-300,GMT-05:00 America/New_York
7681,Harris Teeter - Durham #224,Starbucks,73929-108099,919-403-0794,LS,1125 West North Carolina 54 Hwy,1125 West North Carolina 54 Hwy,,,Durham,NC,US,277075715,"(35.9182891845703, -78.9583282470703)",35.91828918,-78.95832825,Eastern Standard Time,-300,GMT-05:00 America/New_York
7682,The University of Arizona Bookstore,Starbucks,70053-117804,,LS,"1303 E University Blvd, Ste 149",1303 E University Blvd,Ste 149,,Tucson,AZ,US,85721001,"(32.2331047058105, -110.952392578125)",32.23310471,-110.9523926,US Mountain Standard Time,-420,GMT+000000 America/Phoenix
7683,NAU Student Union Building,Starbucks,70023-117805,,LS,Building 30,Building 30,,,Flagstaff,AZ,US,86011573,"(35.1894645690918, -111.655899047852)",35.18946457,-111.655899,US Mountain Standard Time,-420,GMT+000000 America/Phoenix
7684,Target Bolingbrook T-867,Starbucks,76515-99078,(630) 378-5544,LS,1188 W Boughton Rd,1188 W Boughton Rd,,,Bolingbrook,IL,US,604401508,"(41.7047920227051, -88.1222839355469)",41.70479202,-88.12228394,Central Standard Time,-360,GMT-06:00 America/Chicago
7685,Albertsons - Las Vegas #6060,Starbucks,73695-106017,702-363-1153,LS,11720 W. CHARLESTON BLVD,11720 W. CHARLESTON BLVD,,,Las Vegas,NV,US,891351572,"(36.160717010498, -115.350631713867)",36.16071701,-115.3506317,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7687,Safeway-Springfield #1094,Starbucks,79768-127826,541-747-0715,LS,1891 Pioneer Pkwy E,1891 Pioneer Pkwy E,,,Springfield,OR,US,974773935,"(44.0631713867188, -123.023857116699)",44.06317139,-123.0238571,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7689,VCU - Monroe Park,Starbucks,75462-106438,804-827-2003,LS,375 West Cary Street,375 West Cary Street,,,"Richmond,",VA,US,232205639,"(37.5438194274902, -77.4485397338867)",37.54381943,-77.44853973,Eastern Standard Time,-300,GMT-05:00 America/New_York
7690,Kendall Dr & 162nd Ave,Starbucks,13238-103927,305-386-0381,CO,16305 SW 88 Street,16305 SW 88 Street,,,Miami,FL,US,331964942,"(25.6844310760498, -80.4567184448242)",25.68443108,-80.45671844,Eastern Standard Time,-300,GMT-05:00 America/New_York
7691,Florin & Stockton,Starbucks,11776-105482,916-429-0630,CO,"6013 Florin Road, P",6013 Florin Road,P,,Sacramento,CA,US,958232489,"(38.4964141845703, -121.432899475098)",38.49641418,-121.4328995,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7692,Frank Phillips & US 75,Starbucks,13206-107099,918-331-9436,CO,3801 East Frank Phillips Blvd.,3801 East Frank Phillips Blvd.,,,Bartlesville,OK,US,740068317,"(36.750129699707, -95.9347686767578)",36.7501297,-95.93476868,Central Standard Time,-360,GMT-06:00 America/Chicago
7693,"Eagle Rock & York, Eagle Rock",Starbucks,13286-106226,323-340-8059,CO,4430 York Blvd.,4430 York Blvd.,,,Los Angeles,CA,US,900413328,"(34.1237258911133, -118.21955871582)",34.12372589,-118.2195587,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7694,"Saugus, Route 1 Northbound",Starbucks,13978-114727,781-231-4928,CO,366 B Broadway,366 B Broadway,,,Saugus,MA,US,19061902,"(42.4836883544922, -71.0190963745117)",42.48368835,-71.01909637,Eastern Standard Time,-300,GMT-05:00 America/New_York
7696,"University & Espina, Las Cruces",Starbucks,11645-103636,575-647-2948,CO,"985 University Avenue, A",985 University Avenue,A,,Las Cruces,NM,US,880015638,"(32.2841567993164, -106.756683349609)",32.2841568,-106.7566833,Mountain Standard Time,-420,GMT-07:00 America/Denver
7697,West Babylon,Starbucks,9846-98601,631-669-3451,CO,519 Montauk Highway,519 Montauk Highway,,,West Babylon,NY,US,117048308,"(40.6885108947754, -73.3404769897461)",40.68851089,-73.34047699,Eastern Standard Time,-300,GMT-05:00 America/New_York
7698,College St & Yelm Hwy - Lacey,Starbucks,3247-121144,360-491-8927,CO,"4700 AVERY LANE SE, Lacey Crossroads",4700 AVERY LANE SE,,Lacey Crossroads,LACEY,WA,US,985035603,"(46.9990653991699, -122.824356079102)",46.9990654,-122.8243561,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7699,SouthCenter Mall East,Starbucks,14777-126004,206-241-0375,CO,"1047 Southcenter Mall, Southcenter Mall",1047 Southcenter Mall,,Southcenter Mall,Tukwila,WA,US,981882824,"(47.4582290649414, -122.256927490234)",47.45822906,-122.2569275,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7700,Short Pump Pad,Starbucks,13774-106170,804 360-0844,CO,"11716 West Broad Street, Short Pump Town Center",11716 West Broad Street,,Short Pump Town Center,Short Pump,VA,US,232331005,"(37.6533584594727, -77.6165924072266)",37.65335846,-77.61659241,Eastern Standard Time,-300,GMT-05:00 America/New_York
7701,Safeway - San Francisco #995,Starbucks,79770-123324,415-921-4557,LS,1335 Webster,1335 Webster,,,San Francisco,CA,US,941154277,"(37.7829971313477, -122.431549072266)",37.78299713,-122.4315491,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7702,JFK T7 Pre Security Ticketing,Starbucks,70059-105309,718-656-8010,LS,JFK Airport Terminal 7 British Airways,JFK Airport Terminal 7 British Airways,,,Jamaica,NY,US,11430,"(40.6484832763672, -73.7819519042969)",40.64848328,-73.7819519,Eastern Standard Time,-300,GMT-05:00 America/New_York
7703,83rd Ave & Steilacoom Blvd,Starbucks,11156-103992,253-588-0194,CO,"8223 Steilacoom Blvd, Lakewood","8223 Steilacoom Blvd, Lakewood",,,Lakewood,WA,US,984986156,"(47.1801109313965, -122.547294616699)",47.18011093,-122.5472946,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7705,Westgate Plaza,Starbucks,14142-113644,585-426-2290,CO,"2110 Chili Ave., Westgate Plaza",2110 Chili Ave.,,Westgate Plaza,Rochester,NY,US,146243452,"(43.1316833496094, -77.6886291503906)",43.13168335,-77.68862915,Eastern Standard Time,-300,GMT-05:00 America/New_York
7706,Marriott Downtown Raleigh,Starbucks,75937-101885,919-334-9894,LS,500 Fayetteville St. Mall,500 Fayetteville St. Mall,,,Raleigh,NC,US,276012118,"(35.774787902832, -78.6393890380859)",35.7747879,-78.63938904,Eastern Standard Time,-300,GMT-05:00 America/New_York
7707,Roselle & Main,Starbucks,14234-114825,630-351-6058,CO,10 E Main Street,10 E Main Street,,,Roselle,IL,US,601722056,"(41.9838333129883, -88.0799407958984)",41.98383331,-88.0799408,Central Standard Time,-360,GMT-06:00 America/Chicago
7709,Super Target Sheridan ST-2261,Starbucks,76895-121624,(303) 974-6661,LS,3650 Riverpoint Pkwy,3650 Riverpoint Pkwy,,,Sheridan,CO,US,80110,"(39.6530723571777, -105.009071350098)",39.65307236,-105.0090714,Mountain Standard Time,-420,GMT-07:00 America/Denver
7710,SuperTarget Fort Myers SW ST-2363,Starbucks,76908-128674,(239) 265-9002,LS,15880 San Carlos Blvd,15880 San Carlos Blvd,,,Fort Myers,FL,US,339083383,"(26.51047706604, -81.943717956543)",26.51047707,-81.94371796,Eastern Standard Time,-300,GMT-05:00 America/New_York
7712,Target Fort Myers North T-2369,Starbucks,76913-128675,239-265-9022,LS,3350 Forum Blvd,3350 Forum Blvd,,,Fort Myers,FL,US,339055578,"(26.6154003143311, -81.8018035888672)",26.61540031,-81.80180359,Eastern Standard Time,-300,GMT-05:00 America/New_York
7713,Super Target Palm Coast ST-2364,Starbucks,76873-122706,(386) 313-3951,LS,5100 E Hwy 100,5100 E Hwy 100,,,Palm Coast,FL,US,321642365,"(29.4770641326904, -81.2192230224609)",29.47706413,-81.21922302,Eastern Standard Time,-300,GMT-05:00 America/New_York
7715,SuperTarget Milton ST-2431,Starbucks,76909-128664,(770) 225-1780,LS,13055 Hwy 9,13055 Hwy 9,,,Milton,GA,US,300045137,"(34.100040435791, -84.2705383300781)",34.10004044,-84.27053833,Eastern Standard Time,-300,GMT-05:00 America/New_York
7716,SuperTarget Yorkville ST-2378,Starbucks,76911-127264,(630) 385-3200,LS,1652 Beecher Rd,1652 Beecher Rd,,,Yorkville,IL,US,605605602,"(41.6823997497559, -88.4721984863281)",41.68239975,-88.47219849,Central Standard Time,-360,GMT-06:00 America/Chicago
7717,Target Fairview Heights T-2414,Starbucks,76924-127273,(618) 310-2074,LS,4701 North Illinois,4701 North Illinois,,,Fairview Heights,IL,US,622083416,"(38.5713500976563, -89.9851608276367)",38.5713501,-89.98516083,Central Standard Time,-360,GMT-06:00 America/Chicago
7718,Target Baltimore West T-2393,Starbucks,76919-128684,410-369-1007,LS,3201 Tioga Pkwy,3201 Tioga Pkwy,,,Baltimore,MD,US,212157987,"(39.3172416687012, -76.6555023193359)",39.31724167,-76.65550232,Eastern Standard Time,-300,GMT-05:00 America/New_York
7719,Target Henderson South T-2404,Starbucks,76926-129329,(702) 216-1900,LS,350 West Lake Mead,350 West Lake Mead,,,Henderson,NV,US,890157088,"(36.0385322570801, -114.994644165039)",36.03853226,-114.9946442,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7720,Target Stafford Township T-2392,Starbucks,76936-129484,(609) 978-4922,LS,209 Stafford Park Blvd,209 Stafford Park Blvd,,,Manahawkin,NJ,US,8050,"(39.710620880127, -74.2856521606445)",39.71062088,-74.28565216,Eastern Standard Time,-300,GMT-05:00 America/New_York
7721,Target Union T-2141,Starbucks,76937-97486,(908) 622-9002,LS,2235 Springfield Ave,2235 Springfield Ave,,,Union,NJ,US,70881100,"(40.7161521911621, -74.2853927612305)",40.71615219,-74.28539276,Eastern Standard Time,-300,GMT-05:00 America/New_York
7835,Marriott Financial Center,Starbucks,75874-80213,212-266-6162,LS,85 West St,85 West St,,,New York,NY,US,100061532,"(40.709644317627, -74.0146102905273)",40.70964432,-74.01461029,Eastern Standard Time,-300,GMT-05:00 America/New_York
7722,Target Batavia T-2382,Starbucks,76920-135784,(585) 300-2045,LS,4300 Veterens Memorial Dr,4300 Veterens Memorial Dr,,,Batavia,NY,US,140201258,"(43.0099678039551, -78.2095489501953)",43.0099678,-78.20954895,Eastern Standard Time,-300,GMT-05:00 America/New_York
7723,Target Williamsport T-2437,Starbucks,76941-135785,(570) 940-1000,LS,170 S Lycoming Mall Rd,170 S Lycoming Mall Rd,,,Muncy,PA,US,177568152,"(41.2444000244141, -76.8330230712891)",41.24440002,-76.83302307,Eastern Standard Time,-300,GMT-05:00 America/New_York
7724,Target Danville T-2407,Starbucks,76923-128685,(434) 799-9950,LS,236 Coleman St,236 Coleman St,,,Danville,VA,US,245404017,"(36.6012344360352, -79.4165115356445)",36.60123444,-79.41651154,Eastern Standard Time,-300,GMT-05:00 America/New_York
7725,Target Williamsburg East T-2296,Starbucks,76940-130867,(767) 259-3020,LS,200 Marquis Pkwy,200 Marquis Pkwy,,,Williamsburg,VA,US,231855371,"(37.2589874267578, -76.6380996704102)",37.25898743,-76.63809967,Eastern Standard Time,-300,GMT-05:00 America/New_York
7727,Safeway - Chehalis #3525,Starbucks,79724-101471,(360) 748-3777,LS,1100 S Market Blvd,1100 S Market Blvd,,,Chehalis,WA,US,985323428,"(46.6548614501953, -122.953750610352)",46.65486145,-122.9537506,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
7728,Target Bessemer T-2375,Starbucks,76912-128666,(205) 565-3760,LS,4889 Promenade Pkwy,4889 Promenade Pkwy,,,Bessemer,AL,US,350227305,"(33.3302001953125, -86.9308013916016)",33.3302002,-86.93080139,Central Standard Time,-360,GMT-06:00 America/Chicago
7729,Target Chesterfield/T & C T-1952,Starbucks,76922-90446,(636) 591-0234,LS,1272 Town & Country Crossing,1272 Town & Country Crossing,,,Ballwin,MO,US,63011,"(38.6203575134277, -90.5191040039063)",38.62035751,-90.519104,Central Standard Time,-360,GMT-06:00 America/Chicago
